snapshot-date,sku,fnsku,asin,product-name,condition,available,pending-removal-quantity,inv-age-0-to-90-days,inv-age-91-to-180-days,inv-age-181-to-270-days,inv-age-271-to-365-days,inv-age-365-plus-days,currency,units-shipped-t7,units-shipped-t30,units-shipped-t60,units-shipped-t90,alert,your-price,sales-price,lowest-price-new-plus-shipping,lowest-price-used,recommended-action,DEPRECATED healthy-inventory-level,recommended-sales-price,recommended-sale-duration-days,recommended-removal-quantity,estimated-cost-savings-of-recommended-actions,sell-through,item-volume,volume-unit-measurement,storage-type,storage-volume,marketplace,product-group,sales-rank,days-of-supply,estimated-excess-quantity,weeks-of-cover-t30,weeks-of-cover-t90,featuredoffer-price,sales-shipped-last-7-days,sales-shipped-last-30-days,sales-shipped-last-60-days,sales-shipped-last-90-days,inv-age-0-to-30-days,inv-age-31-to-60-days,inv-age-61-to-90-days,inv-age-181-to-330-days,inv-age-331-to-365-days,estimated-storage-cost-next-month,inbound-quantity,inbound-working,inbound-shipped,inbound-received,no-sale-last-6-months,Total Reserved Quantity,unfulfillable-quantity,quantity-to-be-charged-ais-181-210-days,estimated-ais-181-210-days,quantity-to-be-charged-ais-211-240-days,estimated-ais-211-240-days,quantity-to-be-charged-ais-241-270-days,estimated-ais-241-270-days,quantity-to-be-charged-ais-271-300-days,estimated-ais-271-300-days,quantity-to-be-charged-ais-301-330-days,estimated-ais-301-330-days,quantity-to-be-charged-ais-331-365-days,estimated-ais-331-365-days,quantity-to-be-charged-ais-365-plus-days,estimated-ais-365-plus-days,historical-days-of-supply,fba-minimum-inventory-level,fba-inventory-level-health-status,Recommended ship-in quantity,Recommended ship-in date,Last updated date for Historical Days of Supply,Exempted from Low-Inventory-Level fee?,Low-Inventory-Level fee applied in current week?,Short term historical days of supply,Long term historical days of supply,Inventory age snapshot date,Inventory Supply at FBA,Reserved FC Transfer,Reserved FC Processing,Reserved Customer Order,Total Days of Supply (including units from open shipments)
2024-09-17,WH-77OR-7H40,X02C27TETL,B0995X7I2S,"SockBrand Over the Calf Mens Dress Socks (3 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men in Blue and Green Space Themed Designs | Classic Size (US Mens Shoe 7-11)",New,7,0,1,0,0,1,5,USD,3.0,11.0,11.0,14.0,Low traffic,41.78,0.0,41.42,0.0,SendToFBA,,0.0,0,0,281.91,0.9,0.111246,cubic feet,Apparel,0.778722,US,gl_apparel,620061.0,71.0,0,2.0,6.0,45.01,80.5,257.28,299.56,349.91,0,1,0,1,0,5.98,0,0,0,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.0,0.0,5.0,3.57,80.3,10.0,Low stock,8.0,2024-09-23,2024-09-16,Yes,No,41.9,80.3,2024-09-14,7,0,0,0,71.0
2024-09-17,VH-IXYU-4X8T,X0VABNK1CE,B0392FJD8Y,"SockBrand Over the Calf Mens Dress Socks (3 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men in Blue, Red, Gray, Brown Stripes | Classic Size (US Mens Shoe 7-11)",New,16,0,29,1,0,0,0,USD,0.0,2.0,4.0,7.0,Low traffic,42.92,0.0,43.19,0.0,Advertise listing,,23.73,2,0,359.2,0.45,0.079517,cubic feet,Apparel,1.272272,US,gl_apparel,593463.0,265.0,0,32.0,29.0,44.27,0.0,92.71,184.93,309.04,29,0,0,0,0,4.28,0,0,0,0,,14,0,,,,,,,,,,,,,,,240.9,10.0,Healthy,,,2024-09-16,Yes,No,240.9,173.8,2024-09-14,29,13,1,0,277.0
2024-09-17,UO-0Y44-091Z,X0XZ8YHK0S,B0Y7JN3SVD,"SockBrand Over the Calf Mens Dress Socks (9 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men in Elegant Striped Patterns | Big and Tall Size (US Mens Shoe 12-16)",New,17,0,19,0,0,0,0,USD,2.0,3.0,10.0,11.0,Low traffic,104.86,0.0,109.41,0.0,SendToFBA,,0.0,0,0,0.47,0.59,0.179443,cubic feet,Apparel,3.050531,US,gl_apparel,274047.0,86.0,0,22.0,20.0,103.25,208.4,332.16,1063.92,1190.78,0,0,19,0,0,5.64,0,0,0,0,,0,0,,,,,,,,,,,,,,,254.9,12.0,Healthy,12.0,2024-09-23,2024-09-16,Yes,No,254.9,187.1,2024-09-14,17,0,0,0,86.0
2024-09-17,RY-IYDC-2F96,X0AUOZAU6T,B0OJRCPBXE,SockBrand Mid-Calf Dress Socks for Men (9 Pairs) | The Stacked Collection | Big and Tall Size (US Mens Shoe 12-16),New,6,0,6,1,0,0,0,USD,3.0,4.0,4.0,6.0,Low traffic,72.49,0.0,65.76,0.0,Advertise listing,,34.02,2,0,446.16,0.76,0.174011,cubic feet,Apparel,1.044066,US,gl_apparel,442060.0,46.0,0,6.0,13.0,71.15,198.85,289.45,273.78,441.95,0,0,6,0,0,1.78,0,0,0,0,,0,0,,,,,,,,,,,,,,,180.2,3.0,Healthy,,,2024-09-16,Yes,No,125.3,180.2,2024-09-14,6,0,0,0,46.0
2024-09-17,KN-A2R1-4XFY,X0OGEPOUDM,B0SLOUA2HH,"SockBrand Over the Calf Mens Dress Socks (3 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men in Gray, Black, Red, Yellow, Blue | Big and Tall Size (US Mens Shoe 12-16)",New,0,0,25,0,0,0,0,USD,0.0,0.0,3.0,8.0,Low traffic,50.21,0.0,46.42,0.0,Advertise listing,,,0,0,,0.89,0.075892,cubic feet,Apparel,0.0,US,gl_apparel,769107.0,366.0,0,,0.0,53.25,0.0,0.0,151.27,368.94,25,0,0,0,0,,0,0,0,0,,25,0,,,,,,,,,,,,,,,288.8,5.0,Healthy,,,2024-09-16,Yes,No,288.8,139.0,2024-09-14,25,25,0,0,366.0
2024-09-17,TW-7GTH-A7JN,X04DI4IOV7,B0K67YZ5VY,"SockBrand Over the Calf Mens Dress Socks (9 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men in Travel Themed Patterns | Classic Size (US Mens Shoe 7-11)",New,19,0,0,19,0,0,0,USD,1.0,1.0,3.0,4.0,Low traffic,93.33,0.0,94.77,0.0,Create Outlet deal,,46.56,2,0,3470.06,0.19,0.181043,cubic feet,Apparel,3.439817,US,gl_apparel,965942.0,366.0,19,76.0,61.0,93.99,97.64,97.09,289.59,402.43,0,0,0,0,0,24.43,0,0,0,0,,0,0,,,,,,,,,,,,,,,217.7,2.0,Excess,,,2024-09-16,Yes,No,155.6,217.7,2024-09-14,19,0,0,0,366.0
2024-09-17,RZ-ZQ03-DUXI,X06PSSLZBX,B0Y6UFX6GL,SockBrand Socks Basics (3 Pairs) | Over the Calf | Brown | Big and Tall Size (US Mens Shoe 12-16),New,17,0,0,17,0,0,0,USD,,,,,Low traffic,26.7,0.0,25.59,0.0,Create Outlet deal,,13.2,2,0,390.72,0.0,0.048611,cubic feet,Apparel,0.826387,US,gl_apparel,1814513.0,,17,,,24.0,,,,,0,0,0,0,0,1.33,0,0,0,0,,0,0,,,,,,,,,,,,,,,695.6,,Excess,,,2024-09-16,Yes,No,227.8,695.6,2024-09-14,17,0,0,0,
2024-09-17,HB-N38P-NXR2,X0BLL1HOQB,B0JMAMD025,"SockBrand Over the Calf Mens Dress Socks (9 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men in Patterns, Stripes and Solids | Classic Size (US Mens Shoe 7-11)",New,25,0,0,25,0,0,0,USD,1.0,2.0,2.0,3.0,Low traffic,97.41,0.0,95.89,0.0,Create Outlet deal,,68.63,2,0,3880.26,0.11,0.183563,cubic feet,Other,4.589075,US,gl_apparel,787928.0,366.0,25,50.0,108.0,87.87,97.07,199.16,178.6,291.93,0,0,0,0,0,16.95,0,0,0,0,,0,0,,,,,,,,,,,,,,,315.1,,Excess,,,2024-09-16,Yes,No,246.5,315.1,2024-09-14,25,0,0,0,366.0
2024-09-17,NP-KVM5-3M21,X0XGD87RIP,B0WL4AX78I,"SockBrand Sports Ankle Socks (3 Pairs) | Mens White Socks, 100% cotton socks for Men | Men's athletic socks | Classic Size (US Mens Shoe 7-11)",New,12,0,12,0,0,0,0,USD,0.0,2.0,3.0,6.0,Low traffic,22.26,0.0,20.52,0.0,Advertise listing,,13.34,2,0,219.4,0.59,0.048611,cubic feet,,0.583332,US,gl_apparel,,235.0,0,24.0,26.0,23.59,0.0,47.92,76.54,137.57,0,0,12,0,0,1.0,0,0,0,0,,0,0,,,,,,,,,,,,,,,368.1,5.0,Healthy,,,2024-09-16,Yes,No,308.0,368.1,2024-09-14,12,0,0,0,235.0
2024-09-17,CQ-0STW-2I3I,X0S2IF652Y,B069FWYVEX,"SockBrand Sports Mens Crew Socks (3 Pairs) | Mens White Socks, 100% cotton socks for Men | Men's athletic socks | Classic Size (US Mens Shoe 7-11)",New,16,0,16,0,0,0,0,USD,1.0,1.0,2.0,2.0,Low traffic,24.95,0.0,23.81,0.0,Advertise listing,,0.0,0,0,288.49,0.16,0.058337,cubic feet,,0.933392,US,gl_apparel,,324.0,0,64.0,104.0,23.85,25.36,26.56,53.32,49.9,0,0,16,0,0,1.69,0,0,0,0,,0,0,,,,,,,,,,,,,,,1539.5,2.0,Healthy,,,2024-09-16,Yes,No,1132.0,1539.5,2024-09-14,16,0,0,0,324.0
2024-09-17,QT-IKPY-AYO8,X0R255DIJX,B0482QU2US,SockBrand Over the Calf Socks for Men (3 pairs) | Cotton Over the Calf Colorful Patterned Dress Socks | Long Socks Designed to Stay up 12+ hr | Multi Fashion Pattern Casual Socks | Size 7-11 |12-22,New,11,0,24,0,0,0,0,USD,1.0,1.0,1.0,1.0,Low traffic,46.54,0.0,51.59,0.0,Advertise listing,,25.01,2,0,717.41,0.16,0.054819,cubic feet,Apparel,0.603009,US,gl_apparel,600438.0,272.0,0,44.0,143.0,49.09,51.93,51.16,46.07,51.67,24,0,0,0,0,2.11,0,0,0,0,,13,0,,,,,,,,,,,,,,,240.9,4.0,Healthy,,,2024-09-16,Yes,No,240.9,173.8,2024-09-14,24,13,0,0,272.0
2024-09-17,KF-GI1J-NYT7,X0A35II3QH,B0QQBUVYVB,"SockBrand Sports Mens Crew Socks (3 Pairs) | Mens White Socks, 100% cotton socks for Men | Men's athletic socks | Classic Size (US Mens Shoe 12-16)",New,21,0,21,0,0,0,0,USD,,,,,Low traffic,27.74,0.0,26.47,0.0,Advertise listing,,0.0,0,0,539.21,0.0,0.058337,cubic feet,,1.225077,US,gl_apparel,,,0,,,27.37,,,,,0,0,21,0,0,1.99,0,0,0,0,,0,0,,,,,,,,,,,,,,,1539.5,,,,,2024-09-16,Yes,No,1132.0,1539.5,2024-09-14,21,0,0,0,
2024-09-17,DO-Y58S-CQTR,X0QDZTP74H,B0C5ICA6RT,"SockBrand Over the Calf Mens Dress Socks (9 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men in Outer Space and Music Themes | Classic Size (US Mens Shoe 7-11)",New,18,0,0,18,0,0,0,USD,0.0,3.0,5.0,7.0,Low traffic,92.48,0.0,88.36,0.0,Advertise listing,,0.0,0,0,2297.53,0.32,0.172795,cubic feet,Apparel,3.11031,US,gl_apparel,892317.0,334.0,18,24.0,33.0,92.47,0.0,270.04,439.27,635.49,0,0,0,0,0,13.2,0,0,0,0,,0,0,,,,,,,,,,,,,,,315.1,4.0,Excess,,,2024-09-16,Yes,No,246.5,315.1,2024-09-14,18,0,0,0,334.0
2024-09-17,BN-E6ZR-X3RB,X0NQDGL0QI,B02WJCFPJ8,"SockBrand Over the Calf Mens Dress Socks (3 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men in Elegant Striped Patterns | Big and Tall Size (US Mens Shoe 12-16)",New,17,0,15,1,0,0,1,USD,0.0,3.0,4.0,10.0,Low traffic,51.32,0.0,49.77,0.0,Create Outlet deal,,26.08,2,0,636.74,1.0,0.089334,cubic feet,Apparel,1.518678,US,gl_apparel,788411.0,282.0,17,22.0,22.0,52.54,0.0,153.81,198.0,400.77,15,0,0,0,0,3.2,0,0,0,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.66,288.8,4.0,Excess,,,2024-09-16,Yes,No,288.8,139.0,2024-09-14,17,0,0,0,282.0
2024-09-17,DQ-57XK-6R7I,X0Y4PNJTEC,B0HK2R5ZFJ,"SockBrand Over the Calf Mens Dress Socks (3 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men in Blue, Orange, Grey, Pink Argyles | Classic Size (US Mens Shoe 7-11)",New,21,0,20,0,0,1,0,USD,0.0,3.0,8.0,8.0,Low traffic,46.31,0.0,46.18,0.0,Advertise listing,,0.0,0,0,613.33,0.39,0.073774,cubic feet,Apparel,1.549254,US,gl_apparel,598373.0,289.0,21,28.0,34.0,42.68,0.0,115.54,259.42,248.26,0,0,20,1,0,2.95,0,0,0,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.0,0.0,0.0,0.0,80.3,9.0,Excess,,,2024-09-16,Yes,No,41.9,80.3,2024-09-14,21,0,0,0,289.0
2024-09-17,SQ-PWSD-WVG7,X0YFZW1M7C,B086LYPP3F,SockBrand Socks Basics (3 Pairs) | Over the Calf | Black | Big and Tall Size (US Mens Shoe 12-16),New,7,0,0,5,5,0,0,USD,0.0,1.0,1.0,1.0,Low traffic,25.48,0.0,24.23,0.0,Create Outlet deal,,11.51,2,0,165.72,0.09,0.048611,cubic feet,Apparel,0.340277,US,gl_apparel,1911646.0,155.0,7,28.0,91.0,24.35,0.0,24.37,24.22,26.34,0,0,0,5,0,0.63,0,0,0,0,,1,0,,,,,,,,,,,,,,,695.6,1.0,Excess,,,2024-09-16,Yes,No,227.8,695.6,2024-09-14,7,0,1,0,181.0
2024-09-17,DA-POUS-DZAH,X0CSIBR6OP,B0XKHR40BZ,"SockBrand Over the Calf Mens Dress Socks (3 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men | Bikes, Elephants, and Flamingos | Classic Size (US Mens Shoe 7-11)",New,16,0,16,0,0,0,0,USD,0.0,2.0,4.0,8.0,Low traffic,45.99,0.0,43.27,0.0,Advertise listing,,22.46,2,0,516.96,0.48,0.072207,cubic feet,Apparel,1.155312,US,gl_apparel,854621.0,181.0,0,32.0,26.0,47.57,0.0,94.6,193.9,337.48,0,1,15,0,0,2.05,0,0,0,0,,0,0,,,,,,,,,,,,,,,288.8,8.0,Healthy,,,2024-09-16,Yes,No,288.8,139.0,2024-09-14,16,0,0,0,181.0
2024-09-17,WI-8T1Q-OJAH,X035GZXKC3,B0CRILYZL3,SockBrand Over the Calf Mens Dress Socks (3 Pairs) | The Office Memo Pack | Big and Tall Size (US Mens 12-16),New,7,0,11,0,0,0,0,USD,,,,,Low traffic,48.66,0.0,50.08,0.0,Advertise listing,,0.0,0,0,492.08,0.0,0.079611,cubic feet,Apparel,0.557277,US,gl_apparel,617822.0,95.0,0,,,47.21,,,,,11,0,0,0,0,1.61,2,0,0,2,,6,0,,,,,,,,,,,,,,,240.9,,,,,2024-09-16,Yes,No,240.9,173.8,2024-09-14,13,4,2,0,116.0
2024-09-17,XU-CKXP-CNT0,X0HPQ0U08X,B0BOAMRVZP,SockBrand Socks Basics - Mens Dress Socks (3 Pairs) | Over the Calf Socks For Men | Brown | Classic Size (US Mens Shoe 7-11),New,10,0,0,11,0,0,0,USD,2.0,4.0,4.0,4.0,Low traffic,26.22,0.0,24.94,0.0,SendToFBA,,0.0,0,0,1.11,0.29,0.048611,cubic feet,Apparel,0.48611,US,gl_apparel,1821207.0,42.0,0,10.0,32.0,25.94,50.07,105.71,92.3,96.97,0,0,0,0,0,0.78,0,0,0,0,,0,0,,,,,,,,,,,,,,,695.6,11.0,Low stock,9.0,2024-09-24,2024-09-16,Yes,No,227.8,695.6,2024-09-14,10,0,0,0,42.0
2024-09-17,FV-GY41-EBIB,X0A9NNK4NB,B0U17I0502,"SockBrand Over the Calf Mens Dress Socks (9 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men in Black and Gray Solids | Classic Size (US Mens Shoe 7-11)",New,23,0,0,0,1,0,22,USD,3.0,3.0,7.0,9.0,Low traffic,95.7,0.0,95.43,0.0,Create Outlet deal,,24.29,2,0,3004.16,0.28,0.092426,cubic feet,Apparel,2.125798,US,gl_apparel,748199.0,366.0,23,30.0,33.0,93.55,255.15,256.49,458.65,583.1,0,0,0,1,0,31.32,0,0,0,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,14.24,402.1,4.0,Excess,,,2024-09-16,Yes,No,402.1,231.5,2024-09-14,23,0,0,0,366.0
